movieId,meanRating,stdDevRating
1580,3.663157894736842,0.9054277987486727
2659,4.0,1.0
3794,3.4,0.8944271909999159
3175,3.5076923076923077,0.9621440400720435
471,3.877551020408163,0.8631978592522613
1088,3.358490566037736,1.044110582535746
1342,3.0588235294117645,0.8993461677306268
1645,3.4583333333333335,0.8350970037365225
2366,3.9347826086956523,0.8299007036179766
6620,3.6470588235294117,1.0118779861344596
8638,3.8823529411764706,1.0829561937802745
96488,3.75,0.6454972243679028
160563,2.5,2.1213203435596424
7982,3.1666666666666665,1.0408329997330663
1238,4.147058823529412,0.7859052479933758
1959,3.8,1.0388986210538476
463,3.4285714285714284,0.7867957924694432
2122,2.3181818181818183,0.9020179397530649
1591,2.7,0.9783367810436533
5518,4.5,""
44022,3.175,1.0671531237239031
2142,3.25,0.9885710532241612
4519,3.4,1.140175425099138
40574,3.0,""
54190,3.4,0.9617692030835672
3918,3.0,0.816496580927726
2866,3.75,0.42491829279939874
68135,3.6818181818181817,1.1461397661875117
36525,3.0625,1.015504800579495
3997,1.9,1.5238839267549948
833,2.625,1.4930394055974097
5300,4.0,1.0
4818,2.0,""
6357,3.1666666666666665,0.5773502691896258
32460,5.0,""
6466,3.25,0.6454972243679028
6658,2.4,1.0246950765959597
5803,2.0,0.5
7833,3.8333333333333335,0.7637626158259733
26425,3.5,1.0
31035,3.25,1.7677669529663689
496,2.6666666666666665,0.5773502691896258
148,4.0,""
4101,4.5,""
7340,4.5,""
141422,2.5,""
1721,3.332317073170732,1.2325810106956776
858,4.4875,0.7043252945926443
1127,3.612676056338028,0.8952141926400773
737,2.3666666666666667,1.1094829340518857
3179,3.227272727272727,1.2116855277595
540,2.6944444444444446,1.2143612323416697
1084,3.875,0.8956967831095114
1483,3.2777777777777777,1.034139470499238
2387,3.0384615384615383,1.0889891807990728
2580,3.87,0.8132198537986172
4158,1.25,1.0606601717798212
4161,3.066666666666667,0.9890201815636674
6773,3.923076923076923,1.204957707524657
48780,4.125,0.8737736504134596
69481,4.134615384615385,0.5207243475715786
101362,3.1,0.7416198487095662
8928,3.5,0.408248290463863
1395,3.4285714285714284,1.1743597741411613
3475,4.125,0.75
1025,3.5961538461538463,0.8833938053804857
4190,4.0,0.8660254037844386
4929,2.7,1.396424004376894
3698,3.1875,0.7775728681078008
71468,2.5,0.7071067811865476
897,3.625,1.1086778913041726
392,2.6666666666666665,2.0816659994661326
56941,3.625,1.25
43921,4.0,0.0
45183,3.75,1.0606601717798212
1460,3.3333333333333335,1.0327955589886446
2563,4.666666666666667,0.2886751345948129
4219,3.5,1.0
243,4.0,""
74452,2.8333333333333335,0.5773502691896258
50954,3.75,0.3535533905932738
91690,5.0,""
1507,3.0,0.0
1896,3.0,""
96565,1.5,""
1990,3.0,""
51927,3.0,""
92008,3.0,0.7071067811865476
31,3.1785714285714284,0.8397257723937617
1339,3.298076923076923,1.0397002555630146
1270,4.015486725663717,0.7963689721624071
80906,3.95,0.7619419633774973
2572,3.473684210526316,1.0791078186217196
1303,3.933333333333333,0.9036961141150639
3000,4.131578947368421,0.8027335942444365
4489,3.625,0.7696696072652383
5071,5.0,""
27266,3.375,0.47871355387816905
26111,3.3333333333333335,0.5773502691896258
3213,3.85,0.8514693182963201
82459,3.840909090909091,0.9048331026896306
1352,3.5,1.2909944487358056
3704,3.3157894736842106,0.7854674177376714
31435,4.75,0.3535533905932738
7387,3.6,0.966091783079296
2393,3.4705882352941178,0.6724625508925692
3761,3.5,0.8660254037844386
6559,4.0,""
74948,3.6666666666666665,0.5773502691896258
6482,1.25,0.8660254037844386
1322,2.5,0.7071067811865476
32525,5.0,0.0
516,2.923076923076923,0.8623164985025762
55363,3.3333333333333335,0.2886751345948129
6266,4.5,0.7071067811865476
55498,3.5,""
2996,3.0,1.4142135623730951
71732,2.8333333333333335,1.2583057392117918
89194,3.0,""
55272,4.0,0.7071067811865476
1699,3.6666666666666665,0.7071067811865476
4391,4.0,""
135137,2.5,0.0
2776,3.0,""
26178,3.6666666666666665,0.7637626158259733
8257,3.0,""
1903,4.5,0.7071067811865476
93432,3.0,""
34435,4.5,""
5117,0.5,""
61250,5.0,""
50792,2.5,""
1884,3.625,1.0950469884789165
1265,3.8393939393939394,0.8920172377269787
6598,5.0,0.0
2259,2.5,1.2041594578792296
3986,2.775,0.8025452930323752
2025,2.8846153846153846,1.192927878405448
2231,3.8472222222222223,0.7911966023006315
3089,4.043478260869565,0.8779242496606939
4239,3.4864864864864864,1.037401176595246
5074,3.5,1.224744871391589
5308,3.0789473684210527,0.9897131724609358
76293,3.0,0.8944271909999159
83613,2.3125,1.1630471062809844
91653,3.5,1.1726039399558574
33615,3.2857142857142856,1.0131411680782823
85,4.0625,0.6800735254367721
451,3.4285714285714284,1.2724180205607036
580,3.0,1.7320508075688772
2721,4.416666666666667,0.664580067912563
3098,3.642857142857143,0.7628451829232742
32554,4.0,1.4142135623730951
2748,2.7,0.6708203932499369
4042,3.25,0.9574271077563381
113829,3.5,0.5
1975,1.9444444444444444,0.982485510212633
26736,4.0,""
31290,0.5,""
71106,3.75,0.2886751345948129
2443,4.0,0.7905694150420949
51086,3.1,1.5572411502397436
3490,3.0,2.8284271247461903
4186,3.6,0.5477225575051661
27255,2.5,""
8911,2.5,0.0
26375,2.5,0.0
150548,4.166666666666667,0.2886751345948129
2488,3.8,1.1510864433221337
2525,2.7,0.6708203932499369
33437,3.75,0.2886751345948129
130580,3.5,""
75341,2.25,2.4748737341529163
31689,4.5,""
59832,3.0,""
251,3.0,""
808,3.25,0.3535533905932738
4684,0.5,""
8650,4.25,1.0606601717798212
101088,2.0,""
137,1.0,""
8779,4.0,""
2923,4.0,""
5223,1.0,""
8743,2.5,""
32291,2.5,""
111680,1.5,""
79163,4.0,""
2096,3.7,0.9564025733721869
1223,4.089743589743589,0.9022763235852774
2249,3.4615384615384617,0.6602252917735247
3566,3.3181818181818183,1.1461397661875117
4383,2.8333333333333335,0.7637626158259733
6934,3.037037037037037,0.9993009436405362
8665,3.7905405405405403,0.9326892799075682
104241,2.3333333333333335,1.1547005383792517
108932,4.076923076923077,0.8623164985025761
5682,3.75,0.3535533905932738
27803,4.333333333333333,0.6055300708194983
3834,3.0,1.4142135623730951
2622,3.238095238095238,1.1249338604896693
65037,5.0,""
101142,3.125,1.1086778913041726
115534,2.0,""
65,2.025,1.251052188738491
1977,1.6666666666666667,0.816496580927726
2924,4.583333333333333,0.3763863263545405
7324,3.5,0.957427107756338
26480,3.0,""
6301,3.0,0.5
103883,2.6666666666666665,1.2583057392117916
879,3.3,0.9746794344808963
458,3.75,0.9574271077563381
2392,1.85,1.2030054955079057
32296,2.1666666666666665,1.2110601416389966
52712,3.0,""
3425,3.0,""
5433,2.75,0.3535533905932738
81132,4.0,""
4294,3.5,1.3228756555322954
6154,1.0,""
36533,2.5,""
4957,4.0,""
7152,4.0,""
51127,4.5,""
4000,3.0,""
46974,2.0,0.0
3913,3.5,0.7071067811865476
2656,3.5,0.7071067811865476
3377,3.5,""
2655,3.0,""
